transactionID,carrierID,customerID,amount,date
131,3,232,5.52,2009-08-08 22:29:20
132,3,585,11.95,2008-11-14 20:15:42
133,1,418,10.99,2008-02-29 19:10:27
134,3,313,15.39,2009-03-06 18:40:04
135,3,5,16.65,2007-10-17 12:18:08
136,3,984,13.81,2006-12-09 18:35:42
137,3,165,15.68,2009-10-16 20:32:48
138,3,591,15.94,2009-01-28 23:40:29
139,3,390,8.27,2009-01-27 01:21:21
140,1,967,19.57,2008-11-14 12:18:58
141,3,698,19.51,2008-05-12 15:06:55
142,1,942,6.94,2008-11-07 18:20:00
143,1,604,7.21,2005-06-21 16:39:42
144,2,180,18.09,2006-06-12 02:24:44
145,3,985,6.04,2007-02-12 11:26:00
146,1,217,13.73,2008-09-18 12:00:38
147,3,418,16.08,2005-01-01 01:45:19
148,3,599,18.31,2008-07-22 04:13:54
149,2,292,18.95,2007-06-21 12:38:12
150,1,946,18.72,2005-02-08 17:10:02
151,3,825,13.7,2009-01-25 01:00:42
152,3,163,9.42,2005-09-07 20:39:05
153,1,817,7.38,2005-09-15 07:20:57
154,2,338,11.3,2007-12-02 17:50:46
155,3,61,18.83,2005-09-05 13:42:46
156,3,239,15.39,2007-05-12 11:28:35
157,3,289,16.67,2009-11-07 17:58:00
158,1,725,9.32,2009-10-05 21:43:19
159,2,48,11.0,2005-05-20 09:32:49
160,2,211,6.38,2008-05-20 02:51:22
161,3,887,6.7,2006-09-24 21:33:00
162,3,948,15.94,2007-08-18 23:46:44
163,3,691,16.23,2008-08-08 08:27:22
164,3,356,10.42,2005-08-14 23:54:13
165,1,219,15.74,2008-04-29 06:00:03
166,2,972,7.75,2005-01-04 11:43:06
167,2,131,10.28,2007-09-16 08:01:09
168,3,255,17.83,2005-08-20 12:31:08
169,3,145,18.95,2008-11-10 23:50:49
170,2,445,17.1,2007-09-10 09:01:46
171,1,230,10.09,2007-12-05 13:46:59
172,1,787,11.02,2007-06-09 16:07:19
173,1,244,11.65,2005-12-07 13:34:19
174,2,848,15.76,2009-02-15 15:50:43
175,1,87,18.86,2008-02-16 06:22:29
176,2,537,10.05,2009-04-25 20:06:58
177,1,496,5.8,2006-11-25 14:50:00
178,3,940,11.96,2005-09-23 20:40:25
179,1,120,18.28,2009-09-19 06:31:30
180,2,145,19.02,2005-12-08 22:50:03
181,3,609,10.78,2006-03-28 11:33:53
182,2,229,18.25,2008-10-06 18:14:48
183,2,158,16.03,2007-06-09 08:08:12
184,3,917,7.56,2008-06-01 04:57:45
185,2,201,7.84,2009-07-20 01:50:01
186,3,712,5.75,2009-12-06 02:19:43
187,1,608,11.15,2008-01-15 00:04:56
188,2,59,19.69,2005-12-24 11:41:14
189,2,594,16.26,2006-10-07 19:13:05
190,2,924,19.26,2008-03-27 06:55:33
191,1,558,12.27,2005-05-09 16:58:54
192,1,65,9.12,2007-10-31 17:07:12
193,1,222,17.4,2007-07-07 19:51:08
194,2,277,13.98,2009-06-13 15:31:42
195,1,112,15.93,2005-02-06 08:29:17
196,3,462,9.2,2006-03-21 02:25:50
197,2,396,17.19,2009-02-21 16:59:45
198,3,91,8.32,2008-01-03 12:16:09
199,1,446,17.51,2009-03-30 03:04:50
200,2,376,18.7,2008-11-13 22:23:31
201,1,959,8.89,2005-09-12 12:33:05
202,1,47,12.56,2007-12-30 19:10:10
203,2,584,13.1,2009-09-29 11:04:18
204,3,598,18.58,2005-08-19 20:20:53
205,3,722,14.44,2008-05-16 19:05:34
206,1,7,10.45,2008-03-04 18:04:43
207,1,384,18.47,2005-05-15 13:46:14
208,3,674,18.82,2005-10-14 06:20:44
209,2,405,5.77,2009-06-27 05:34:53
210,1,755,18.02,2008-04-29 22:51:57
211,3,463,8.15,2006-04-18 09:59:04
212,2,996,16.51,2009-02-16 06:57:56
213,2,136,16.08,2005-08-04 04:29:42
214,3,157,18.49,2007-03-10 06:46:13
215,1,946,18.32,2006-05-01 19:28:03
216,2,504,16.31,2008-08-31 14:11:58
217,3,481,14.93,2009-08-09 10:00:55
218,2,297,9.86,2007-11-02 00:28:24
219,2,941,8.26,2008-05-02 12:01:09
220,1,824,9.22,2005-02-15 14:30:59
221,3,549,9.58,2008-04-05 17:32:43
222,2,448,6.2,2008-06-20 13:56:19
223,2,691,7.46,2006-12-14 11:14:23
224,1,882,15.19,2009-08-07 21:54:03
225,3,122,15.11,2005-04-05 22:11:20
226,1,287,5.56,2005-08-13 17:18:41
227,2,265,11.82,2009-06-22 02:46:03
228,1,593,12.48,2008-10-30 14:40:18
229,3,863,13.14,2006-03-31 03:44:14
230,3,977,13.95,2005-01-16 02:53:08
231,2,861,18.17,2006-07-19 01:53:17
232,1,200,8.52,2008-07-09 10:02:10
233,3,911,18.91,2006-05-22 12:15:41
234,2,540,18.52,2006-06-19 02:57:49
235,3,761,15.04,2006-06-21 07:26:28
236,2,478,13.25,2007-03-30 09:55:40
237,1,164,5.06,2008-05-21 18:57:07
238,3,381,14.84,2009-10-17 05:17:40
239,2,697,13.98,2007-12-14 02:27:18
240,2,451,15.46,2006-03-12 08:35:39
241,3,943,7.46,2008-04-25 01:26:44
242,2,713,18.57,2007-01-23 05:17:54
243,1,775,15.15,2007-07-16 01:02:52
244,1,803,6.33,2007-05-16 01:09:45
245,2,966,6.55,2006-05-31 10:38:24
246,1,742,18.33,2005-10-18 21:06:25
247,3,471,17.59,2006-08-09 09:06:55
248,3,866,11.43,2006-08-30 02:52:02
249,1,126,8.09,2006-01-02 02:49:24
250,1,175,13.14,2006-08-29 13:41:04
251,2,348,8.2,2005-08-12 15:33:18
252,3,215,19.72,2006-06-23 04:36:26
253,2,150,6.58,2006-08-17 21:32:51
254,3,229,10.35,2008-11-29 04:31:57
255,2,210,16.71,2008-10-29 12:50:17
256,1,990,17.62,2005-09-30 16:54:19
257,3,825,5.1,2006-05-02 05:44:52
258,3,322,8.47,2009-01-07 11:54:51
259,1,664,12.82,2008-05-20 05:30:36
260,1,233,5.95,2005-04-05 21:03:19
261,1,204,9.92,2008-12-16 00:12:04
262,3,652,13.31,2005-06-21 21:50:03
263,2,243,18.07,2005-03-05 02:18:47
264,1,250,12.23,2009-07-02 12:45:21
265,1,262,18.4,2005-09-12 03:45:06
266,3,237,15.8,2005-07-08 04:27:41
267,2,191,12.33,2006-12-25 06:50:59
268,1,251,9.79,2007-08-20 02:31:54
269,1,23,19.78,2007-09-22 18:06:34
270,2,611,6.83,2008-02-03 08:08:37
271,3,500,6.53,2005-08-21 05:37:35
272,3,958,16.09,2005-05-24 00:47:48
273,2,301,8.36,2006-09-23 10:06:45
274,3,229,10.36,2007-09-23 02:16:48
275,3,614,18.93,2005-06-01 08:08:36
276,3,147,18.09,2009-07-11 18:04:18
277,1,307,14.69,2008-09-23 18:43:57
278,1,332,16.19,2005-05-31 06:43:21
279,3,939,5.67,2008-08-23 19:30:26
280,1,335,5.42,2009-06-02 11:21:29
281,1,903,17.59,2006-01-12 21:36:26
282,3,953,10.93,2009-10-24 13:03:22
283,1,250,5.57,2007-07-24 11:52:59
284,2,696,11.36,2006-07-13 08:58:23
285,2,624,6.92,2009-04-15 22:12:00
286,3,624,6.49,2006-07-23 21:47:26
287,2,728,8.73,2006-08-09 09:52:57
288,3,343,6.75,2007-06-11 08:40:19
289,3,929,11.64,2005-11-23 22:33:37
290,1,610,12.34,2008-11-03 01:48:46
291,2,344,17.34,2007-02-07 13:58:54
292,1,363,19.87,2009-01-06 03:30:31
293,2,538,17.42,2007-01-08 12:11:14
294,2,669,19.87,2009-02-24 00:40:50
295,3,509,9.37,2006-02-23 22:30:30
296,2,524,10.75,2007-05-27 02:08:14
297,1,829,10.51,2007-05-04 13:20:22
298,2,741,16.56,2009-04-04 03:04:50
299,2,733,18.95,2008-11-23 01:57:47
300,1,641,5.79,2008-12-03 02:51:20
301,3,618,6.25,2005-02-25 15:35:01
302,1,730,14.71,2008-07-14 22:02:29
303,3,595,8.56,2006-07-09 03:50:28
304,1,472,6.98,2009-02-12 13:51:24
305,3,700,11.83,2005-03-04 01:33:55
306,3,760,18.23,2009-12-05 16:19:38
307,1,253,8.51,2007-08-30 20:15:34
308,1,863,14.95,2005-07-29 08:01:49
309,2,372,8.42,2009-03-16 01:59:39
310,2,27,13.11,2008-12-23 06:55:45
311,3,854,5.22,2008-04-15 07:31:54
312,1,222,16.24,2007-06-26 09:54:27
313,1,802,10.8,2005-07-23 07:49:50
314,1,86,5.73,2008-06-12 19:00:39
315,3,425,10.8,2005-11-29 13:07:28
316,2,239,11.07,2008-09-16 15:55:30
317,3,640,18.67,2008-09-29 04:46:20
318,1,700,14.58,2005-12-07 12:11:14
319,3,667,9.49,2009-10-19 04:24:11
320,2,163,11.61,2006-01-12 08:04:20
321,3,41,7.78,2009-06-27 18:37:51
322,2,985,16.96,2006-05-17 21:26:38
323,2,236,11.63,2007-11-01 01:01:10
324,3,700,12.78,2006-12-14 09:49:09
325,1,35,9.51,2007-12-31 09:15:51
326,2,325,13.69,2005-11-26 06:17:28
327,3,660,17.96,2008-06-26 17:17:12
328,1,91,16.32,2009-01-26 02:47:23
329,2,657,5.88,2009-11-03 01:02:12
330,1,480,9.13,2007-07-09 05:59:46
331,3,621,7.12,2007-07-07 02:00:41
332,1,823,16.41,2007-04-12 15:16:07
333,3,541,5.11,2009-06-05 15:09:00
334,1,265,13.59,2007-04-26 11:38:08
335,2,817,12.63,2008-12-28 22:56:49
336,1,735,16.35,2006-11-19 00:50:40
337,1,124,15.08,2005-12-21 01:01:35
338,3,976,7.17,2005-06-17 22:10:46
339,1,957,13.87,2006-12-26 15:15:32
340,3,94,11.6,2008-02-24 21:28:10
341,1,954,6.68,2006-11-21 16:08:07
342,2,467,18.1,2005-04-05 13:39:01
343,2,792,15.08,2008-02-16 18:32:53
344,1,672,11.6,2008-03-13 12:51:46
345,1,907,19.68,2005-04-16 12:47:37
346,3,847,5.93,2009-03-21 04:19:06
347,2,809,19.96,2008-02-16 07:47:12
348,2,49,19.61,2007-04-14 04:41:04
349,1,467,17.53,2007-03-19 07:41:18
350,1,426,15.03,2005-11-15 14:40:49
351,2,685,9.83,2007-05-12 01:39:23
352,1,263,18.53,2005-10-26 12:06:30
353,3,115,12.66,2008-05-14 18:14:24
354,2,602,14.65,2007-08-27 01:28:55
355,1,857,11.41,2006-06-28 10:31:02
356,2,173,12.71,2007-11-12 08:41:29
357,2,757,18.17,2009-05-09 01:49:48
358,2,276,7.28,2006-05-14 12:31:05
359,1,341,7.31,2005-01-03 01:21:38
360,3,660,16.13,2005-01-04 15:13:27
361,2,478,17.55,2008-10-19 14:31:49
362,3,452,17.01,2009-07-02 07:18:47
363,2,241,13.65,2009-01-07 11:36:14
364,2,193,8.32,2008-10-16 23:43:08
365,2,529,8.1,2007-04-27 06:47:58
366,1,837,17.08,2008-03-20 12:30:18
367,3,719,15.11,2007-07-25 13:46:26
368,2,195,18.87,2007-02-23 23:44:40
369,3,463,13.82,2006-02-19 01:20:21
370,3,850,8.31,2006-11-06 03:34:02
371,3,682,12.6,2007-10-27 14:07:06
372,2,475,11.33,2007-11-28 08:44:20
373,3,65,8.65,2005-06-04 12:25:49
374,1,390,6.65,2007-01-05 09:03:15
375,3,471,10.97,2005-03-12 06:25:29
376,3,189,9.73,2007-12-31 03:16:24
377,3,597,7.47,2006-12-04 21:07:23
378,3,977,15.83,2007-10-17 07:24:33
379,3,234,11.58,2009-12-03 04:37:22
380,2,433,11.37,2007-10-13 21:34:04
381,1,377,7.3,2006-12-09 02:20:22
382,1,558,6.06,2006-03-02 09:23:38
383,2,237,12.65,2007-01-09 08:47:16
384,1,262,5.0,2006-06-10 03:37:09
385,1,816,5.62,2008-08-19 07:08:31
386,3,754,10.25,2005-09-30 13:44:39
387,2,233,17.29,2009-08-25 03:44:39
388,1,354,10.44,2007-03-26 00:49:46
389,3,169,6.53,2005-08-14 17:52:55
390,1,345,10.77,2006-07-13 03:31:00
391,2,753,13.61,2005-09-30 01:15:13
392,3,41,14.66,2005-05-11 00:33:56
393,2,445,17.74,2007-06-03 20:22:10
394,3,317,11.62,2005-08-08 21:51:41
395,1,436,6.1,2005-11-27 17:34:51
396,1,89,17.04,2006-04-09 23:59:53
397,1,113,11.86,2006-04-23 00:02:20
398,3,876,10.91,2007-12-05 23:47:46
399,2,800,7.93,2005-03-17 17:10:11
400,1,442,6.67,2006-10-16 05:37:33
401,3,919,7.66,2006-10-28 15:58:43
402,2,556,9.74,2007-08-14 00:25:52
403,3,311,14.69,2009-01-30 20:14:41
404,2,382,16.45,2009-05-26 06:28:55
405,2,959,17.57,2007-10-23 21:49:39
406,2,952,15.14,2007-03-20 09:30:01
407,2,288,8.73,2007-11-21 23:39:43
408,1,961,18.96,2005-07-21 13:25:49
409,2,553,18.0,2005-01-22 13:03:53
410,2,957,6.78,2008-04-01 09:21:47
411,1,472,11.46,2008-09-19 00:47:30
412,3,980,8.78,2007-03-11 09:58:31
413,3,148,10.86,2007-02-18 04:16:18
414,1,526,18.21,2009-11-17 00:36:55
415,3,970,12.21,2005-12-24 09:26:11
416,3,413,10.79,2007-12-23 03:47:10
417,1,993,8.77,2009-08-17 08:50:21
418,3,229,11.03,2009-08-08 05:26:10
419,1,649,6.68,2009-12-30 02:45:44
420,2,275,16.41,2006-03-10 09:48:35
421,2,504,12.05,2008-01-01 21:13:44
422,2,931,10.34,2007-04-24 08:05:09
423,1,345,15.18,2006-04-26 03:29:21
424,3,952,19.41,2005-12-15 10:27:29
425,3,823,9.1,2005-05-10 05:47:08
426,3,898,15.74,2008-09-05 02:39:10
427,1,641,15.57,2008-04-18 13:27:08
428,3,322,9.28,2007-01-18 19:50:01
429,1,19,12.25,2005-01-19 14:30:38
430,3,782,14.26,2006-10-05 00:56:57
431,1,542,7.03,2009-10-18 04:55:17
432,2,405,6.91,2007-07-07 03:28:17
433,2,420,12.29,2005-02-03 15:02:57
434,2,125,19.98,2006-06-21 00:07:03
435,3,412,18.67,2009-09-29 13:07:55
436,1,437,9.79,2006-04-07 12:14:58
437,2,754,15.62,2006-05-27 19:01:32
438,2,558,17.24,2007-10-13 14:37:38
439,3,542,18.16,2005-12-03 23:03:08
440,1,817,17.38,2009-12-29 23:45:33
441,2,694,5.12,2009-07-14 17:16:06
442,2,997,13.4,2007-08-23 22:11:11
443,3,973,12.74,2005-03-28 11:19:12
444,1,461,7.03,2006-06-05 05:43:54
445,3,489,6.13,2008-12-26 04:50:15
446,2,201,11.68,2006-12-05 14:04:15
447,3,295,10.48,2009-10-06 14:11:39
448,3,43,19.14,2009-03-17 17:20:55
449,3,298,13.7,2007-02-07 19:57:04
450,2,889,8.99,2005-04-16 09:47:45
451,2,530,16.48,2007-03-24 07:39:24
452,1,617,17.39,2007-05-22 07:16:09
453,1,842,14.95,2005-01-22 03:31:46
454,1,251,17.68,2009-12-24 08:52:17
455,1,87,19.72,2006-03-26 07:40:36
456,1,969,5.25,2007-10-14 12:46:32
457,3,588,12.69,2007-02-12 16:12:33
458,2,236,12.23,2009-09-29 15:13:54
459,3,697,14.69,2009-12-27 23:59:34
460,2,378,14.07,2005-06-18 13:28:00
461,3,703,11.71,2006-11-23 09:05:06
462,3,89,11.94,2008-12-15 01:36:50
463,3,90,14.46,2006-11-11 00:29:56
464,1,323,5.9,2006-04-05 12:26:26
465,3,218,17.99,2009-04-18 08:45:35
466,2,163,19.08,2008-04-16 07:39:41
467,1,103,8.13,2006-11-07 20:16:18
468,2,562,15.0,2008-09-27 09:41:27
469,1,470,8.99,2005-02-28 15:12:48
470,1,11,18.49,2006-10-31 13:48:14
471,1,501,14.75,2005-02-10 01:42:04
472,1,310,9.43,2006-01-14 13:45:03
473,3,911,17.7,2005-06-09 12:11:06
474,2,713,11.47,2005-03-21 06:55:40
475,1,346,13.59,2009-08-10 10:10:04
476,2,74,5.99,2008-07-18 01:17:36
477,2,382,17.51,2005-04-08 21:52:15
478,3,330,15.55,2006-02-05 22:43:55
479,1,437,5.6,2008-01-07 18:43:48
480,2,982,14.02,2005-02-01 10:35:06
481,1,48,6.94,2006-07-20 22:54:31
482,2,363,6.52,2009-03-28 11:38:31
483,3,290,19.72,2009-11-28 09:41:14
484,2,341,9.39,2008-06-03 15:07:19
485,1,11,13.99,2006-08-08 18:34:36
486,3,950,7.43,2009-12-23 05:58:19
487,3,190,19.61,2008-06-10 04:19:46
488,3,25,16.73,2007-09-05 00:28:22
489,2,116,12.84,2005-01-24 11:21:26
490,3,965,8.7,2008-08-13 01:18:19
491,1,665,11.31,2009-05-18 08:17:22
492,1,220,17.6,2008-07-20 07:37:42
493,1,716,14.95,2007-12-26 17:12:22
494,3,811,12.56,2008-06-19 11:09:23
495,1,776,15.6,2006-05-05 15:14:15
496,3,98,10.75,2005-01-22 03:50:10
497,1,164,13.99,2009-07-21 19:33:02
498,3,580,18.07,2008-11-18 06:51:14
499,3,345,10.84,2007-07-21 07:31:32
500,3,991,5.45,2006-05-09 09:00:45
501,2,210,19.89,2005-07-20 21:47:08
502,3,687,9.7,2005-10-19 15:42:16
503,1,676,12.06,2006-10-03 19:46:21
504,3,139,13.3,2009-10-29 15:32:07
505,1,269,12.13,2008-12-09 10:52:14
506,3,693,11.37,2008-06-23 00:05:57
507,2,13,17.28,2007-04-13 06:37:01
508,1,475,17.37,2005-08-02 16:04:01
509,1,3,18.65,2005-03-04 03:25:45
510,3,538,11.71,2009-02-12 13:19:24
511,3,194,10.42,2008-05-16 20:30:36
512,1,636,13.32,2009-02-02 13:24:04
513,1,751,14.14,2008-06-07 01:47:48
514,1,733,8.42,2008-08-04 12:03:16
515,3,66,7.41,2009-09-30 10:20:10
516,2,864,12.76,2008-01-08 07:27:55
517,2,10,14.32,2006-01-10 11:07:48
518,1,280,10.92,2006-04-25 19:49:10
519,3,448,17.9,2008-09-15 10:44:29
520,3,297,15.82,2006-07-22 19:49:20
521,3,487,12.09,2007-12-12 08:46:15
522,3,261,15.21,2008-10-22 07:22:02
523,2,758,19.06,2008-01-25 06:48:04
524,2,184,16.83,2008-11-13 04:35:14
525,1,125,10.25,2006-03-26 10:49:57
526,3,410,15.33,2008-11-05 10:46:17
527,2,539,13.25,2005-11-03 18:11:13
528,2,555,15.41,2005-11-10 09:31:55
529,3,387,10.04,2009-05-18 19:31:34
530,2,52,17.52,2009-08-05 03:38:55
531,3,500,11.01,2005-12-11 23:02:34
532,2,644,17.11,2008-02-20 07:40:39
533,3,404,8.17,2009-09-23 10:54:08
534,1,157,18.83,2007-02-03 06:38:53
535,1,85,6.92,2008-03-13 23:44:32
536,1,206,6.9,2005-01-27 06:36:45
537,2,712,7.82,2007-09-07 09:22:55
538,3,876,5.92,2006-04-22 07:00:53
539,2,376,16.56,2009-12-14 11:37:03
540,2,208,13.95,2005-08-09 20:32:58
541,3,230,12.1,2005-02-10 07:41:56
542,2,350,18.94,2006-03-03 12:54:08
543,3,490,5.86,2006-09-24 16:10:10
544,1,337,13.02,2006-01-06 09:57:46
545,1,657,10.07,2009-01-30 04:08:46
546,3,208,16.96,2006-05-02 22:24:05
547,1,982,5.87,2007-03-31 01:25:59
548,3,826,11.0,2007-05-11 18:49:48
549,3,561,11.54,2006-03-20 09:33:48
550,1,739,13.4,2008-02-02 20:34:55
551,3,923,15.45,2009-07-06 01:18:45
552,3,860,13.45,2007-08-31 17:16:50
553,1,123,7.73,2005-06-04 02:01:45
554,1,200,12.12,2007-11-02 16:20:21
555,2,567,15.09,2008-04-14 18:40:47
556,3,302,7.44,2006-11-10 03:35:17
557,2,298,9.22,2006-05-03 16:04:16
558,1,664,9.41,2007-04-25 00:23:02
559,3,76,7.6,2007-11-03 05:20:05
560,2,485,15.57,2007-04-19 08:30:04
561,2,111,19.07,2007-01-11 19:32:02
562,1,789,12.4,2009-06-17 00:37:45
563,1,428,16.48,2008-06-07 14:50:28
564,2,410,19.57,2006-01-10 04:47:02
565,1,589,12.09,2005-06-19 17:58:00
566,3,898,8.94,2007-02-28 14:03:21
567,1,961,13.74,2008-10-12 16:41:54
568,1,30,17.71,2008-04-16 09:38:03
569,3,456,17.69,2009-12-28 20:17:25
570,3,973,15.8,2006-04-07 05:06:58
571,3,96,11.02,2007-11-08 19:35:17
572,1,864,18.19,2006-07-11 00:32:21
573,3,555,9.74,2009-10-12 15:10:45
574,2,453,11.54,2007-01-13 20:59:17
575,1,620,5.82,2008-12-07 21:38:06
576,2,837,12.7,2007-10-23 11:36:04
577,2,316,6.17,2006-10-14 06:57:57
578,3,510,11.26,2008-06-19 04:56:21
579,2,502,7.9,2005-11-12 19:19:34
580,1,939,17.33,2008-11-18 18:30:56
581,1,127,19.27,2006-05-11 11:35:12
582,2,637,16.17,2007-03-03 16:30:11
583,2,232,13.7,2006-04-07 07:32:02
584,2,297,5.1,2005-02-28 00:30:50
585,2,853,18.43,2007-05-16 05:33:48
586,2,642,19.53,2006-07-15 13:08:45
587,3,125,5.77,2005-08-08 22:06:30
588,1,30,7.05,2008-05-16 00:11:43
589,2,935,9.31,2005-09-07 19:11:22
590,1,127,5.28,2009-10-28 17:29:32
591,2,296,11.58,2006-05-24 12:38:36
592,3,855,8.35,2005-10-16 18:30:39
593,1,191,17.52,2006-04-08 17:21:04
594,3,492,13.56,2009-07-11 18:49:42
595,2,451,14.94,2009-03-25 22:11:56
596,3,214,18.24,2006-03-18 14:30:26
597,1,421,19.49,2005-11-15 02:42:49
598,2,744,15.32,2006-06-07 23:11:09
599,3,561,5.09,2005-04-04 00:35:05
600,1,34,15.15,2007-04-25 18:02:31
601,2,126,14.06,2006-03-25 13:22:34
602,3,302,14.16,2008-01-25 22:39:57
603,1,925,10.03,2009-02-20 13:25:45
604,2,609,8.65,2006-09-29 06:01:27
605,3,757,17.82,2009-05-06 06:22:44
606,3,470,18.08,2009-06-26 10:26:36
607,3,208,19.47,2005-01-27 13:05:48
